bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,preco_venda
Limão,Apartamento,70.0,0.0,0.0,3.0,1.0,262500
Parque Mandaqui,Apartamento,130.0,4.0,1.0,3.0,2.0,593600
Alto da Lapa,Apartamento,44.0,1.0,0.0,1.0,1.0,273000
Cambuci,Apartamento,70.0,1.0,0.0,2.0,0.0,281400
Santo Amaro,Apartamento,209.0,5.0,3.0,3.0,4.0,1330000
Vila Carrão,Apartamento,64.0,2.0,1.0,2.0,1.0,308000
Itaim Bibi,Apartamento,132.0,2.0,2.0,2.0,2.0,1309000
Moema,Flat,45.0,1.0,1.0,1.0,1.0,304500
Indianópolis,Flat,28.0,1.0,0.0,1.0,1.0,171500
Vila Mariana,Flat,45.0,1.0,0.0,1.0,1.0,248499
Pinheiros,Flat,32.0,1.0,0.0,1.0,1.0,287000
Chácara Santo Antônio,Apartamento,137.0,5.0,3.0,3.0,3.0,971599
Vila Sofia,Apartamento,157.0,3.0,1.0,4.0,3.0,805000
Santa Cecilia,Apartamento,163.0,4.0,1.0,3.0,2.0,1610000
Vila Formosa,Apartamento,64.0,0.0,0.0,3.0,1.0,251999
Brooklin Paulista,Apartamento,44.0,0.0,1.0,1.0,1.0,380911
Vila Ema,Casa,150.0,3.0,1.0,3.0,2.0,385000
Vila Prel,Apartamento,54.0,1.0,0.0,2.0,1.0,230999
Santo Amaro,Apartamento,140.0,4.0,2.0,2.0,2.0,595000
Vila Olímpia,Apartamento,26.0,0.0,0.0,1.0,1.0,330724
Bela Vista,Apartamento,57.0,2.0,1.0,2.0,1.0,392000
Paraíso,Flat,100.0,1.0,2.0,1.0,3.0,840000
Vila Andrade,Apartamento,52.0,1.0,0.0,2.0,1.0,168000
Planalto Paulista,Apartamento,217.0,4.0,2.0,4.0,3.0,1680000
São Paulo,Cobertura,453.0,8.0,4.0,6.0,4.0,3849999
Caxingui,Condomínio,140.0,0.0,1.0,3.0,2.0,517999
Morumbi,Apartamento,170.0,5.0,4.0,4.0,3.0,420000
Jardim Londrina,Apartamento,90.0,3.0,1.0,3.0,2.0,420000
Santa Cecília,Apartamento,41.0,0.0,0.0,1.0,1.0,244999
Cidade São Francisco,Apartamento,63.0,2.0,1.0,3.0,1.0,255499
Campo Limpo,Condomínio,100.0,2.0,1.0,3.0,2.0,455000
Lar São Paulo,Casa,330.0,6.0,4.0,5.0,4.0,910000
Vila Pierina,Apartamento,52.0,0.0,0.0,2.0,1.0,210000
Mooca,Apartamento,64.0,0.0,1.0,3.0,2.0,336000
Vila Santa Maria,Casa de dois andares,125.0,4.0,3.0,3.0,3.0,525000
Higienópolis,Apartamento,206.0,0.0,1.0,3.0,2.0,1400000
Jardim Londrina,Apartamento,95.0,2.0,1.0,3.0,2.0,385000
Pinheiros,Apartamento,34.0,1.0,0.0,1.0,1.0,373100
Santa Cecília,Apartamento,126.0,0.0,1.0,3.0,1.0,742000
Consolação,Apartamento,160.0,0.0,1.0,3.0,1.0,979999
Indianópolis,Apartamento,202.0,5.0,3.0,4.0,3.0,1526000
Barra Funda,Apartamento,202.0,4.0,3.0,3.0,3.0,1743000
Parada XV de Novembro,Condomínio,60.0,2.0,0.0,2.0,1.0,161000
Chácara Belenzinho,Casa de dois andares,150.0,3.0,1.0,3.0,2.0,489999
Vila Medeiros,Condomínio,70.0,3.0,2.0,2.0,1.0,244999
Vila Olímpia,Flat,52.0,1.0,0.0,1.0,1.0,416500
Vila Matilde,Apartamento,90.0,1.0,0.0,3.0,1.0,325500
Moema,Flat,53.0,1.0,1.0,1.0,1.0,315000
Vila Dom Pedro I,Casa,65.0,0.0,0.0,2.0,4.0,475999
Pinheiros,Apartamento,168.0,1.0,1.0,2.0,2.0,962926
Vila Carrao,Apartamento,52.0,1.0,0.0,2.0,1.0,244999
Vila Mafra,Casa,250.0,0.0,1.0,3.0,4.0,805000
Itaim Bibi,Apartamento,105.0,1.0,1.0,3.0,1.0,560000
Bela Vista,Flat,40.0,1.0,0.0,1.0,1.0,232399
Chácara Santo Antônio (Zona Sul),Apartamento,130.0,4.0,2.0,3.0,2.0,903000
Lauzane Paulista,Apartamento,118.0,2.0,1.0,3.0,2.0,475999
Vila Mariana,Casa,318.0,3.0,1.0,6.0,8.0,1680000
Água Fria,Cobertura,162.0,3.0,1.0,3.0,2.0,595000
Tucuruvi,Condomínio,89.0,2.0,0.0,2.0,1.0,227500
Vila Guilherme,Apartamento,74.0,2.0,1.0,3.0,2.0,346500
Santa Terezinha,Apartamento,60.0,3.0,1.0,2.0,1.0,378000
Jardim São Paulo,Casa de dois andares,220.0,4.0,1.0,3.0,2.0,542500
Lauzane Paulista,Apartamento,47.0,1.0,0.0,2.0,1.0,185500
Tatuapé,Apartamento,100.0,3.0,2.0,3.0,2.0,566930
Tatuapé,Apartamento,71.0,2.0,1.0,1.0,1.0,393960
Brás,Apartamento,50.0,1.0,0.0,2.0,1.0,250188
Perdizes,Apartamento,156.0,5.0,2.0,4.0,3.0,1854999
Móoca,Apartamento,55.0,1.0,1.0,2.0,1.0,256269
Santana,Apartamento,230.0,5.0,2.0,4.0,4.0,1260000
Vila Formosa,Condomínio,120.0,2.0,1.0,3.0,2.0,475999
Santana,Condomínio,159.0,3.0,2.0,3.0,3.0,486499
Vila Mazzei,Apartamento,72.0,2.0,1.0,3.0,2.0,455000
Tucuruvi,Apartamento,133.0,4.0,3.0,3.0,2.0,630000
Vila Mazzei,Apartamento,56.0,1.0,0.0,3.0,1.0,273000
Santana,Apartamento,59.0,1.0,0.0,2.0,0.0,322000
Vila Dom Pedro II,Apartamento,42.0,0.0,0.0,2.0,2.0,266000
Vila Regente Feijó,Apartamento,56.0,2.0,1.0,2.0,1.0,301000
Planalto Paulista,Casa,250.0,6.0,3.0,3.0,6.0,1540000
Tucuruvi,Casa,220.0,0.0,0.0,3.0,5.0,630000
Santana,Apartamento,130.0,2.0,0.0,3.0,1.0,448000
Limão,Apartamento,58.0,1.0,0.0,2.0,1.0,230999
Interlagos,Apartamento,55.0,2.0,1.0,2.0,1.0,269500
Jardim Umuarama,Apartamento,60.0,1.0,0.0,2.0,1.0,135940
Parque Mandaqui,Apartamento,200.0,4.0,3.0,3.0,6.0,1078000
Santa Teresinha,Apartamento,54.0,0.0,0.0,0.0,0.0,251999
Santana,Apartamento,48.0,2.0,1.0,1.0,0.0,227500
Jardim Santa Terezinha (Zona Leste),Apartamento,50.0,1.0,0.0,2.0,1.0,185500
Vila Matilde,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,340200
Parque Mandaqui,Apartamento,75.0,0.0,1.0,3.0,2.0,360500
Jardim Paulista,Apartamento,59.0,0.0,0.0,2.0,2.0,647500
Vila Nova Mazzei,Apartamento,101.0,0.0,0.0,2.0,1.0,230999
Santana,Casa de dois andares,225.0,4.0,3.0,3.0,5.0,759500
Água Fria,Apartamento,125.0,2.0,1.0,3.0,3.0,595000
Imirim,Apartamento,50.0,1.0,0.0,2.0,1.0,224000
Tremembé,Condomínio,10.0,2.0,1.0,3.0,0.0,385000
Jaraguá,Apartamento,48.0,1.0,0.0,2.0,1.0,189000
Vila Mascote,Apartamento,130.0,5.0,0.0,3.0,0.0,742000
Vila Andrade,Apartamento,87.0,0.0,1.0,2.0,2.0,416500
Alto de Pinheiros,Apartamento,97.0,3.0,1.0,2.0,2.0,622300
Jardins,Casa de dois andares,576.0,0.0,4.0,4.0,0.0,3010000
Jardim Europa,Apartamento,167.0,6.0,4.0,4.0,2.0,1958599
Piqueri,Casa de dois andares,210.0,2.0,1.0,3.0,5.0,616000
Ipiranga,Apartamento,94.0,1.0,0.0,2.0,0.0,199500
Vila Santo Estéfano,Apartamento,89.0,3.0,1.0,3.0,2.0,489999
Paraisópolis,Apartamento,48.0,1.0,0.0,2.0,1.0,154000
Jardim Celeste,Apartamento,64.0,1.0,0.0,2.0,1.0,175000
Ipiranga,Apartamento,238.0,6.0,4.0,4.0,3.0,1749300
Ipiranga,Apartamento,94.0,3.0,1.0,3.0,2.0,608300
Ipiranga,Apartamento,78.0,3.0,1.0,3.0,2.0,489999
Vila Romana,Casa de dois andares,160.0,2.0,0.0,3.0,2.0,840000
Ipiranga,Apartamento,59.0,1.0,0.0,2.0,1.0,237999
Ipiranga,Apartamento,77.0,1.0,0.0,2.0,1.0,315000
Ipiranga,Apartamento,108.0,2.0,1.0,3.0,2.0,595000
Aclimação,Apartamento,196.0,5.0,3.0,3.0,2.0,595000
Sumarezinho,Apartamento,40.0,1.0,0.0,1.0,0.0,336000
Sumarezinho,Apartamento,62.0,1.0,0.0,2.0,1.0,385000
Alto de Pinheiros,Casa de dois andares,590.0,3.0,1.0,4.0,6.0,1463000
Perdizes,Casa de dois andares,140.0,3.0,0.0,2.0,1.0,434000
Vila Leopoldina,Casa,176.0,3.0,3.0,3.0,3.0,553000
Lapa,Casa,430.0,4.0,2.0,3.0,10.0,965999
Água Branca,Casa de dois andares,150.0,2.0,1.0,3.0,2.0,475999
Alto da Lapa,Casa de dois andares,350.0,4.0,0.0,4.0,3.0,1225000
Lapa,Apartamento,68.0,1.0,0.0,2.0,1.0,350000
Alto de Pinheiros,Casa de dois andares,150.0,3.0,1.0,2.0,2.0,637000
Campo Belo,Apartamento,130.0,3.0,3.0,3.0,1.0,964599
Interlagos,Casa de dois andares,600.0,1.0,3.0,0.0,4.0,910000
City América,Casa,403.0,2.0,4.0,4.0,8.0,979999
Lapa,Apartamento,65.0,2.0,1.0,2.0,2.0,349650
Vila Gertrudes,Apartamento,48.0,1.0,1.0,1.0,1.0,406000
Paraíso do Morumbi,Apartamento,607.0,0.0,4.0,4.0,6.0,4452000
Vila Clementino,Flat,35.0,1.0,0.0,1.0,1.0,229599
Jardim Avelino,Casa,180.0,3.0,1.0,3.0,4.0,629300
Saúde,Apartamento,90.0,1.0,1.0,3.0,1.0,578200
Itaim Bibi,Apartamento,66.0,0.0,0.0,1.0,2.0,979999
Vila Constança,Casa,180.0,2.0,0.0,2.0,2.0,413000
Vila Suzana,Condomínio,127.0,3.0,1.0,3.0,2.0,406000
Jardim Aeroporto,Cobertura,108.0,2.0,1.0,2.0,2.0,510999
Vila Regente Feijó,Apartamento,60.0,2.0,1.0,2.0,2.0,406000
Itaquera,Apartamento,41.0,1.0,0.0,2.0,0.0,107030
Indianópolis,Apartamento,180.0,3.0,3.0,3.0,3.0,1344000
Vila Inah,Casa,368.0,1.0,0.0,1.0,0.0,477749
Água Fria,Apartamento,55.0,2.0,1.0,2.0,1.0,280000
Vila Mazzei,Casa,740.0,5.0,3.0,3.0,5.0,944999
Jardim Avelino,Apartamento,270.0,5.0,3.0,0.0,4.0,958999
Itaim Bibi,Apartamento,130.0,4.0,1.0,3.0,2.0,1540000
Vila Nova Cachoeirinha,Apartamento,67.0,1.0,0.0,3.0,1.0,230299
Brás,Apartamento,44.0,1.0,0.0,2.0,0.0,151900
Brooklin Paulista,Apartamento,31.0,1.0,0.0,1.0,1.0,281960
Jardim Avelino,Apartamento,280.0,4.0,2.0,4.0,4.0,1035999
Sacomã,Apartamento,51.0,0.0,0.0,2.0,1.0,189000
Santana,Casa de dois andares,170.0,2.0,1.0,3.0,2.0,595000
Jardim Vila Formosa,Apartamento,49.0,1.0,0.0,2.0,1.0,178500
Horto Florestal,Casa,250.0,3.0,1.0,5.0,2.0,742000
Campo Belo,Apartamento,219.0,3.0,3.0,3.0,3.0,1743000
Vila Olimpia,Apartamento,107.0,1.0,1.0,2.0,1.0,1050000
Vila Mascote,Apartamento,87.0,1.0,1.0,3.0,2.0,574000
Parque Munhoz,Apartamento,73.0,2.0,0.0,3.0,1.0,223300
Indianópolis,Apartamento,100.0,0.0,1.0,3.0,2.0,602000
Vila Formosa,Condomínio,70.0,3.0,2.0,2.0,1.0,266000
Jardim Sao Paulo,Casa de dois andares,480.0,3.0,2.0,4.0,6.0,1365000
Jardim Íris,Apartamento,49.0,1.0,0.0,2.0,1.0,205100
Jardim Taquaral,Apartamento,64.0,1.0,0.0,2.0,1.0,297500
Vila Esperança,Casa de dois andares,138.0,2.0,0.0,2.0,2.0,420000
Santo Amaro,Apartamento,338.0,5.0,4.0,0.0,4.0,2968000
Vila Nova Conceição,Flat,78.0,2.0,2.0,2.0,2.0,1190000
Tatuapé,Apartamento,68.0,2.0,1.0,2.0,1.0,296800
Higienópolis,Apartamento,230.0,0.0,1.0,3.0,2.0,1470000
Santa Cecília,Apartamento,192.0,5.0,3.0,3.0,3.0,1680000
City América,Casa,350.0,4.0,1.0,3.0,8.0,910000
Jardim América,Apartamento,142.0,3.0,1.0,4.0,1.0,1041599
Jardim Bonfiglioli,Casa de dois andares,180.0,4.0,1.0,3.0,5.0,489999
Jardim da Glória,Apartamento,134.0,3.0,1.0,3.0,2.0,979299
Jardim Ester,Casa de dois andares,114.0,4.0,1.0,3.0,4.0,503299
Perdizes,Apartamento,146.0,0.0,3.0,4.0,3.0,1120000
Santo Amaro,Apartamento,280.0,6.0,4.0,4.0,4.0,1330000
Jardim Aricanduva,Apartamento,48.0,1.0,0.0,2.0,1.0,196000
Vila Marieta,Casa de dois andares,160.0,5.0,3.0,3.0,4.0,406000
Vila Nivi,Apartamento,66.0,2.0,1.0,3.0,2.0,280000
Vila Carrão,Apartamento,97.0,2.0,1.0,3.0,2.0,503999
Pinheiros,Apartamento,62.0,2.0,1.0,2.0,1.0,665000
Vila Mariana,Cobertura,88.0,0.0,0.0,1.0,2.0,539000
Jardim Leonor Mendes de Barros,Casa de dois andares,89.0,1.0,0.0,2.0,1.0,297500
Pinheiros,Apartamento,131.0,3.0,0.0,3.0,2.0,805000
Jardim Taquaral,Apartamento,82.0,2.0,1.0,3.0,1.0,357000
Alto da Mooca,Apartamento,70.0,0.0,0.0,2.0,1.0,244999
Parque Vitória,Condomínio,114.0,3.0,1.0,3.0,3.0,448000
Parque Munhoz,Apartamento,49.0,1.0,0.0,2.0,1.0,154000
Parque Munhoz,Apartamento,49.0,1.0,0.0,2.0,1.0,147000
Vila Andrade,Apartamento,70.0,2.0,2.0,2.0,2.0,392000
Bela Vista,Apartamento,40.0,1.0,0.0,1.0,1.0,357000
Morumbi,Casa de dois andares,647.0,7.0,4.0,4.0,4.0,2772000
Brooklin,Apartamento,54.0,2.0,1.0,1.0,1.0,399000
Vila Leopoldina,Apartamento,126.0,0.0,3.0,3.0,3.0,777000
Vila Anglo Brasileira,Apartamento,70.0,0.0,1.0,2.0,2.0,455000
Consolação,Apartamento,190.0,0.0,1.0,3.0,1.0,965999
Perdizes,Apartamento,95.0,0.0,1.0,3.0,1.0,448000
Chácara Santo Antônio,Flat,28.0,1.0,1.0,1.0,1.0,112000
Campo Belo,Apartamento,70.0,0.0,1.0,2.0,2.0,441000
Vila Ema,Condomínio,90.0,0.0,2.0,2.0,1.0,230999
Bosque da Saúde,Apartamento,220.0,4.0,2.0,4.0,4.0,965999
Centro,Apartamento,278.0,0.0,2.0,3.0,1.0,1120000
Ipiranga,Apartamento,41.0,0.0,0.0,1.0,1.0,228200
Ipiranga,Apartamento,439.0,6.0,4.0,4.0,4.0,2660000
Campo Belo,Apartamento,163.0,4.0,3.0,4.0,3.0,1222900
Campo Belo,Apartamento,148.0,4.0,2.0,3.0,3.0,1110200
Campo Belo,Apartamento,63.0,2.0,1.0,2.0,1.0,385000
Vila Suzana,Apartamento,104.0,4.0,1.0,3.0,2.0,544600
Perdizes,Apartamento,235.0,6.0,4.0,4.0,0.0,2278500
Perdizes,Apartamento,135.0,5.0,3.0,4.0,0.0,1253700
Parque Maria Luiza,Casa de dois andares,150.0,2.0,1.0,3.0,2.0,364000
Perdizes,Apartamento,133.0,0.0,2.0,4.0,3.0,979999
Vila Congonhas,Apartamento,161.0,4.0,3.0,4.0,3.0,1223600
Vila Nova Conceição,Apartamento,530.0,5.0,4.0,4.0,6.0,9730000
Jardim Aeroporto,Apartamento,47.0,1.0,0.0,1.0,1.0,276500
Itaim Bibi,Apartamento,57.0,0.0,1.0,2.0,1.0,507499
Pinheiros,Apartamento,84.0,1.0,1.0,3.0,2.0,686000
Várzea da Barra Funda,Apartamento,74.0,2.0,1.0,2.0,1.0,361900
Vila Gumercindo,Apartamento,103.0,2.0,1.0,3.0,2.0,658000
Vila Clementino,Apartamento,87.0,2.0,1.0,3.0,2.0,735000
Paraíso,Apartamento,215.0,6.0,4.0,4.0,4.0,2240000
Cidade São Francisco,Apartamento,144.0,0.0,1.0,3.0,2.0,546000
Mirandópolis,Apartamento,75.0,3.0,1.0,3.0,2.0,406000
Vila Uberabinha,Apartamento,60.0,0.0,1.0,2.0,1.0,539000
Vila Gustavo,Apartamento,74.0,0.0,0.0,3.0,1.0,322000
Itaim Bibi,Apartamento,123.0,4.0,2.0,2.0,2.0,1540000
Indianópolis,Flat,37.0,1.0,0.0,1.0,1.0,208600
São Lucas,Casa de dois andares,152.0,1.0,0.0,2.0,3.0,535500
Vila Celeste,Casa,86.0,3.0,2.0,2.0,2.0,297500
Cambuci,Apartamento,45.0,0.0,0.0,1.0,0.0,143500
Parque Boturussu,Condomínio,61.0,3.0,2.0,2.0,1.0,154000
Santa Cecília,Apartamento,130.0,2.0,1.0,2.0,1.0,875000
Vila Medeiros,Casa de dois andares,100.0,0.0,2.0,2.0,1.0,276500
Morumbi,Apartamento,90.0,1.0,1.0,1.0,2.0,371000
Jardim das Vertentes,Apartamento,60.0,2.0,1.0,2.0,1.0,274414
Saúde,Apartamento,48.0,0.0,0.0,2.0,1.0,210000
Perdizes,Apartamento,250.0,0.0,3.0,3.0,3.0,1540000
Vila Cruzeiro,Apartamento,82.0,2.0,1.0,3.0,2.0,517999
Cidade Monções,Casa,200.0,0.0,1.0,2.0,4.0,944999
Butantã,Apartamento,200.0,4.0,3.0,4.0,3.0,805000
Aclimação,Apartamento,70.0,2.0,1.0,2.0,2.0,510999
Ipiranga,Casa de dois andares,82.0,2.0,2.0,2.0,2.0,258999
Vila Mariana,Apartamento,44.0,1.0,0.0,1.0,1.0,404558
Vila Santa Catarina,Apartamento,65.0,2.0,0.0,2.0,1.0,258999
Aclimação,Apartamento,57.0,2.0,0.0,3.0,1.0,301000
Jardim Primavera,Apartamento,75.0,2.0,0.0,2.0,1.0,283500
Jardim Ampliação,Apartamento,94.0,2.0,1.0,3.0,2.0,362600
Parque São Domingos,Casa de dois andares,260.0,5.0,4.0,4.0,4.0,840000
Vila Santa Catarina,Apartamento,55.0,1.0,0.0,2.0,1.0,221900
Jabaquara,Casa,160.0,3.0,1.0,3.0,2.0,520099
Jabaquara,Casa,160.0,3.0,1.0,3.0,2.0,514499
Jardim Marajoara,Apartamento,118.0,3.0,1.0,3.0,2.0,523599
Bela Vista,Apartamento,220.0,2.0,1.0,3.0,1.0,964599
Vila Mangalot,Casa,196.0,2.0,0.0,3.0,2.0,266000
Vila Irmãos Arnoni,Apartamento,63.0,1.0,0.0,2.0,1.0,215600
Vila Leopoldina,Apartamento,77.0,0.0,1.0,3.0,2.0,468999
Vila Mariana,Apartamento,82.0,2.0,1.0,3.0,1.0,595000
Jardim Ester,Casa,110.0,3.0,1.0,3.0,3.0,385000
Chora Menino,Apartamento,143.0,0.0,1.0,3.0,2.0,672000
Vila Polopoli,Apartamento,65.0,2.0,1.0,2.0,1.0,268800
Alto de Pinheiros,Condomínio,219.0,5.0,3.0,3.0,5.0,2590000
Santo Amaro,Apartamento,145.0,5.0,3.0,3.0,2.0,1050000
Vila Isa,Apartamento,61.0,1.0,1.0,2.0,1.0,329000
Vila Andrade,Apartamento,51.0,1.0,0.0,2.0,1.0,251789
Jardim Ampliação,Apartamento,160.0,5.0,2.0,4.0,2.0,385000
Jardim Vazani,Casa de dois andares,150.0,4.0,3.0,3.0,2.0,595000
Vila Gertrudes,Apartamento,84.0,1.0,1.0,1.0,1.0,639800
Parque São Domingos,Casa de dois andares,147.0,5.0,3.0,3.0,4.0,623000
Bela Vista,Apartamento,55.0,0.0,0.0,0.0,0.0,224000
Vila Mariana,Apartamento,69.0,2.0,2.0,2.0,1.0,592900
Jardins,Flat,28.0,1.0,1.0,1.0,1.0,203000
Brooklin,Flat,30.0,1.0,1.0,1.0,1.0,227500
Indianópolis,Apartamento,75.0,1.0,1.0,3.0,1.0,489999
Cidade Líder,Casa de dois andares,62.0,0.0,2.0,2.0,1.0,164500
Bosque da Saúde,Casa de dois andares,98.0,3.0,1.0,3.0,2.0,489999
Vila Sofia,Apartamento,75.0,2.0,1.0,3.0,2.0,445200
Vila Regente Feijó,Apartamento,83.0,2.0,1.0,3.0,2.0,393400
Chácara Santo Antônio,Apartamento,113.0,2.0,1.0,3.0,2.0,832300
Mooca,Casa,110.0,0.0,0.0,2.0,4.0,593600
Ipiranga,Apartamento,140.0,5.0,3.0,3.0,2.0,965999
Vila Mascote,Apartamento,119.0,4.0,2.0,3.0,3.0,910000
Vila Mascote,Apartamento,55.0,1.0,0.0,2.0,1.0,287000
Vila Pompeia,Apartamento,75.0,0.0,1.0,3.0,2.0,546000
Vila Mascote,Apartamento,92.0,3.0,1.0,3.0,2.0,457100
Vila Mascote,Apartamento,85.0,3.0,1.0,3.0,2.0,464799
Jardim Prudência,Apartamento,62.0,2.0,0.0,3.0,2.0,301000
Jardim Umuarama,Apartamento,94.0,3.0,1.0,3.0,2.0,449400
Santo Amaro,Apartamento,42.0,1.0,0.0,1.0,1.0,203000
Vila Santa Catarina,Casa,129.0,3.0,1.0,4.0,2.0,479499
Brooklin Paulista,Apartamento,128.0,0.0,1.0,3.0,2.0,1078000
Jardim Taquaral,Apartamento,63.0,2.0,0.0,3.0,1.0,218400
Jardim Umuarama,Apartamento,50.0,1.0,0.0,2.0,1.0,229529
Bela Vista,Apartamento,217.0,0.0,1.0,3.0,1.0,910000
Pacaembu,Casa,500.0,0.0,2.0,4.0,10.0,1610000
Tatuapé,Apartamento,55.0,1.0,0.0,2.0,1.0,297500
Alto da Mooca,Apartamento,74.0,1.0,0.0,2.0,1.0,303100
Chácara Nossa Senhora do Bom Conselho,Apartamento,107.0,3.0,1.0,3.0,2.0,406000
Cambuci,Casa de dois andares,200.0,4.0,1.0,4.0,2.0,651000
Vila Constança,Casa de dois andares,1.0,1.0,0.0,2.0,2.0,468999
Jardim Pirituba,Apartamento,44.0,1.0,0.0,2.0,1.0,109845
Jardim Prudência,Apartamento,41.0,1.0,0.0,2.0,0.0,132930
Água Branca,Apartamento,103.0,0.0,1.0,3.0,2.0,630000
Jardim Monte Alegre,Condomínio,170.0,2.0,1.0,3.0,2.0,385000
Liberdade,Apartamento,67.0,0.0,1.0,2.0,0.0,503999
Mooca,Apartamento,133.0,3.0,1.0,3.0,3.0,927499
Campo Belo,Apartamento,460.0,3.0,3.0,3.0,4.0,1861999
Santa Cecília,Apartamento,204.0,5.0,2.0,4.0,2.0,1323000
Vila Andrade,Apartamento,96.0,2.0,1.0,3.0,3.0,455000
Cambuci,Casa de dois andares,390.0,0.0,0.0,4.0,5.0,840000
Real Parque,Apartamento,189.0,0.0,3.0,3.0,4.0,903000
Pacaembu,Apartamento,167.0,0.0,1.0,3.0,2.0,964599
Cidade São Mateus,Apartamento,170.0,1.0,0.0,3.0,2.0,266000
Indianópolis,Apartamento,77.0,0.0,0.0,2.0,1.0,514499
Real Parque,Apartamento,129.0,0.0,3.0,3.0,2.0,630000
Campo Belo,Apartamento,311.0,6.0,4.0,4.0,6.0,2765000
Vila Andrade,Apartamento,78.0,2.0,0.0,3.0,1.0,293300
Chácara Klabin,Apartamento,140.0,4.0,1.0,3.0,2.0,665000
Lar São Paulo,Casa de dois andares,220.0,4.0,1.0,3.0,4.0,770000
Vila Andrade,Apartamento,78.0,3.0,2.0,3.0,2.0,360500
Santo Amaro,Apartamento,30.0,1.0,0.0,1.0,1.0,269500
Mirandópolis,Apartamento,94.0,0.0,1.0,3.0,2.0,735000
Itaim Bibi,Apartamento,141.0,0.0,1.0,3.0,1.0,896000
Brooklin Paulista,Apartamento,180.0,0.0,1.0,3.0,2.0,1050000
Vila Sofia,Apartamento,64.0,1.0,0.0,3.0,1.0,326900
Vila Prudente,Apartamento,79.0,1.0,1.0,3.0,1.0,350000
Vila Carmosina,Apartamento,45.0,1.0,0.0,2.0,1.0,147000
Saúde,Apartamento,70.0,2.0,1.0,3.0,2.0,293300
City América,Casa,595.0,5.0,3.0,4.0,6.0,1610000
Jardim Ampliação,Apartamento,74.0,2.0,1.0,3.0,1.0,230999
Vila Bruna,Apartamento,54.0,1.0,0.0,2.0,1.0,210000
Mooca,Apartamento,99.0,0.0,1.0,3.0,2.0,482999
Santo Amaro,Apartamento,181.0,1.0,3.0,4.0,3.0,1435700
Moema,Apartamento,74.0,3.0,2.0,2.0,1.0,623000
Campo Belo,Apartamento,251.0,5.0,3.0,0.0,4.0,2450000
Vila Mariana,Apartamento,110.0,3.0,1.0,3.0,1.0,595000
Vila Siqueira (Zona Norte),Casa,127.0,4.0,0.0,4.0,1.0,489999
São Paulo,Casa,65.0,1.0,0.0,2.0,1.0,262500
Mooca,Apartamento,67.0,0.0,0.0,3.0,1.0,258999
Vila Constança,Casa,190.0,2.0,1.0,3.0,6.0,525000
Vila Santa Maria,Casa,120.0,1.0,0.0,2.0,1.0,489999
Rio Pequeno,Apartamento,46.0,1.0,0.0,2.0,1.0,220500
Vila Butantã,Apartamento,63.0,2.0,1.0,3.0,1.0,241499
Tatuapé,Apartamento,186.0,0.0,3.0,3.0,2.0,623000
Pinheiros,Apartamento,34.0,0.0,0.0,1.0,1.0,365211
Pirituba,Cobertura,100.0,1.0,0.0,3.0,1.0,206500
Vila Prudente,Apartamento,104.0,0.0,1.0,3.0,2.0,546000
Brooklin Novo,Apartamento,121.0,2.0,1.0,4.0,3.0,958999
Parque Munhoz,Apartamento,54.0,2.0,1.0,2.0,1.0,175000
Santo Amaro,Apartamento,82.0,0.0,2.0,2.0,2.0,630000
Jardim Primavera,Casa,230.0,3.0,1.0,4.0,2.0,633500
Alto da Lapa,Apartamento,65.0,2.0,1.0,2.0,2.0,391930
Tatuapé,Apartamento,194.0,4.0,3.0,3.0,4.0,1260000
Real Parque,Apartamento,134.0,0.0,1.0,3.0,3.0,595000
Santo Amaro,Apartamento,130.0,1.0,1.0,4.0,2.0,581000
Cidade São Francisco,Apartamento,83.0,1.0,0.0,3.0,1.0,301000
Vila Curuçá Velha,Casa,100.0,2.0,1.0,3.0,3.0,287000
Vila Gumercindo,Apartamento,97.0,4.0,1.0,3.0,2.0,605500
Vila Gustavo,Apartamento,58.0,2.0,0.0,2.0,1.0,215600
Parque Peruche,Casa de dois andares,240.0,0.0,3.0,3.0,5.0,626500
Brooklin,Cobertura,201.0,6.0,3.0,3.0,4.0,1750000
Vila Madalena,Casa de dois andares,350.0,0.0,3.0,3.0,2.0,1330000
Vila Formosa,Apartamento,54.0,1.0,0.0,2.0,1.0,189000
Jardim Marajoara,Apartamento,76.0,2.0,1.0,3.0,2.0,336000
Vila Mariana,Apartamento,71.0,2.0,0.0,2.0,1.0,525000
Jardim Sarah,Apartamento,62.0,2.0,1.0,2.0,2.0,224000
Vila Butantã,Apartamento,58.0,2.0,1.0,3.0,1.0,266000
Vila Matilde,Apartamento,68.0,1.0,1.0,2.0,1.0,244999
Água Branca,Apartamento,47.0,1.0,0.0,2.0,0.0,189000
Vila Lúcia,Casa,120.0,2.0,1.0,3.0,2.0,455000
Jardim Pinheiros,Casa de dois andares,200.0,4.0,2.0,4.0,2.0,581000
Rio Pequeno,Cobertura,235.0,4.0,1.0,4.0,3.0,1042999
Jardim Olympia,Casa de dois andares,125.0,4.0,1.0,3.0,2.0,349300
Vila Olímpia,Apartamento,75.0,3.0,1.0,3.0,1.0,686000
Jardim Leonor,Apartamento,110.0,2.0,0.0,3.0,2.0,455000
